Port_IDs,Total_PnL,Total_ROI,Sharpe_Ratio,Max_Drawdown,Win_Rate,Total_Positions,Win_Positions,Total_ROI_Score,Total_PnL_Score,Sharpe_Ratio_Score,Win_Rate_Score,Max_Drawdown_Score,Rank_Score
4034359562055356161,5284.654,10.22,0.15741866816692496,-0.3,0.49,799,391,3.0660000000000003,1321.1635,0.03148373363338499,0.0735,0.03,1324.3644837336335
3951723256343550465,5260.023,4.69,0.05837825364318958,-0.48,0.35,3447,1215,1.407,1315.00575,0.011675650728637917,0.0525,0.048,1316.5249256507286
3966142151544441601,4883.801,-0.57,0.05248876436450296,-181.38,0.53,1932,1028,-0.17099999999999999,1220.95025,0.010497752872900593,0.0795,18.138,1239.007247752873
3953433416230728705,4924.762,-0.39,0.16710402665017213,-0.33,0.21,527,110,-0.11699999999999999,1231.1905,0.03342080533003443,0.0315,0.033,1231.17142080533
4037282461943784704,4760.366,0.0,0.11982504149488414,-0.49,0.27,504,136,0.0,1190.0915,0.02396500829897683,0.0405,0.049,1190.204965008299
3977078013600312321,4622.351,-1.27,0.08962888162539909,-3.85,0.33,5018,1638,-0.381,1155.58775,0.017925776325079818,0.0495,0.385,1155.659175776325
4033614723417828608,4602.24,-21.43,0.1087862941774187,-1.07,0.22,516,115,-6.428999999999999,1150.56,0.02175725883548374,0.033,0.10700000000000001,1144.2927572588353
4031181049693676544,4545.242,-0.62,0.21445398662938078,-0.03,0.24,302,73,-0.186,1136.3105,0.04289079732587616,0.036,0.003,1136.206390797326
3879821005658659073,4268.007,183.06,0.13094012831820298,-42.59,0.33,872,289,54.918,1067.00175,0.026188025663640598,0.0495,4.259,1126.2544380256636
4030395639953224449,4413.762,-0.0,0.16783749880260396,-0.05,0.17,492,86,-0.0,1103.4405,0.03356749976052079,0.025500000000000002,0.005000000000000001,1103.5045674997605
3941019213896463617,4234.088,0.0,0.08777363799755794,-2.44,0.49,112,55,0.0,1058.522,0.01755472759951159,0.0735,0.244,1058.8570547275992
3878631538480067329,3921.233,26.3,0.15606635691653334,-0.29,0.5,2811,1415,7.89,980.30825,0.03121327138330667,0.075,0.028999999999999998,988.3334632713834
3932103299427844097,3860.31,7.39,0.08332210588185483,-7.61,0.3,2589,778,2.2169999999999996,965.0775,0.01666442117637097,0.045,0.7610000000000001,968.1171644211763
4030626027667524352,3796.348,0.0,0.2104459132290348,-0.15,0.5,233,116,0.0,949.087,0.042089182645806966,0.075,0.015,949.2190891826458
4013978721149559808,3778.878,11.9,0.1621886599170136,0.0,0.21,294,61,3.57,944.7195,0.03243773198340272,0.0315,-0.0,948.3534377319835
4002413037164645377,3686.97,82.0,0.12578252713206023,-0.05,0.19,576,107,24.599999999999998,921.7425,0.025156505426412047,0.028499999999999998,0.005000000000000001,946.4011565054263
4016164457907769600,3742.687,-0.01,0.15754416905045354,-7.48,0.44,712,310,-0.003,935.67175,0.03150883381009071,0.066,0.7480000000000001,936.5142588338101
4029749871687083265,3662.137,0.93,0.3538772369515273,0.0,0.43,856,367,0.279,915.53425,0.07077544739030546,0.0645,-0.0,915.9485254473904
3994879592543698688,3658.765,-3.58,0.11938359825784192,-0.16,0.55,653,361,-1.074,914.69125,0.023876719651568387,0.0825,0.016,913.7396267196515
4037511388357114368,3552.341,6.5,0.08812388499816558,-2.29,0.43,953,413,1.95,888.08525,0.017624776999633118,0.0645,0.229,890.3463747769996
3996598927198996481,3509.045,30.56,0.11340118610445415,-0.31,0.37,2661,980,9.168,877.26125,0.022680237220890832,0.0555,0.031,886.538430237221
3988071780777702657,3424.47,0.3,0.03734100763871827,-3.4,0.37,2385,890,0.09,856.1175,0.007468201527743654,0.0555,0.34,856.6104682015279
4030555430101054209,3358.38,0.0,0.32408617209959095,0.0,0.26,121,32,0.0,839.595,0.0648172344199182,0.039,-0.0,839.69881723442
4029299190618134272,3354.146,0.29,0.2385430453330258,-0.48,0.31,230,72,0.087,838.5365,0.047708609066605165,0.0465,0.048,838.7657086090667
4008804082027254529,3332.733,0.0,0.03869432969567695,-1.79,0.54,975,527,0.0,833.18325,0.007738865939135391,0.081,0.17900000000000002,833.4509888659392
4036548677626662656,3296.877,0.0,0.242677069777805,0.0,0.46,147,68,0.0,824.21925,0.048535413955561005,0.069,-0.0,824.3367854139555
3988205565930333696,3283.938,0.01,0.073942353020052,-0.43,0.38,371,141,0.003,820.9845,0.014788470604010402,0.056999999999999995,0.043000000000000003,821.1022884706041
4006366295148391425,3018.542,153.14,0.09097827663395511,-0.71,0.17,681,117,45.94199999999999,754.6355,0.018195655326791023,0.025500000000000002,0.071,800.6921956553267
3957509601040585217,3174.18,5.17,0.02523009867096167,-15.47,0.27,1113,300,1.551,793.545,0.005046019734192334,0.0405,1.5470000000000002,796.6885460197342
4017323550554338817,3134.735,27.77,0.21320832767437825,0.0,0.5,545,273,8.331,783.68375,0.04264166553487565,0.075,-0.0,792.132391665535
4023697881318718465,3151.951,3.17,0.27587012844864434,0.0,0.09,70,6,0.951,787.98775,0.05517402568972887,0.0135,-0.0,789.0074240256898
4031451549482615297,3124.541,0.01,0.22530212904555788,-0.36,0.39,114,44,0.003,781.13525,0.04506042580911158,0.058499999999999996,0.036,781.2778104258091
3993014919980212480,3078.663,28.74,0.1409523441274145,-0.22,0.48,695,331,8.622,769.66575,0.0281904688254829,0.072,0.022000000000000002,778.4099404688255
3891020560590657281,2856.301,126.1,0.43247702595319504,0.0,0.65,437,283,37.83,714.07525,0.08649540519063902,0.0975,-0.0,752.0892454051906
4004410127575640832,2905.764,30.69,0.18907823554700184,-44.06,0.35,507,175,9.207,726.441,0.03781564710940037,0.0525,4.406000000000001,740.1443156471094
3733192481840423936,2923.977,0.01,0.06026543766319216,-0.76,0.8,689,553,0.003,730.99425,0.012053087532638432,0.12,0.07600000000000001,731.2053030875327
4017110277719148289,2899.933,4.93,0.39402569727778625,0.0,0.57,252,143,1.4789999999999999,724.98325,0.07880513945555725,0.08549999999999999,-0.0,726.6265551394556
4008537296438699777,2330.846,447.35,0.10757234012134205,-0.11,0.47,535,249,134.205,582.7115,0.021514468024268412,0.0705,0.011000000000000001,717.0195144680243
4033639786957934336,2848.142,0.0,0.2144124462088603,0.0,0.17,149,25,0.0,712.0355,0.042882489241772064,0.025500000000000002,-0.0,712.1038824892416
3981810242465907713,2836.473,3.37,0.19707291093117765,-0.0,0.11,105,12,1.011,709.11825,0.03941458218623553,0.0165,0.0,710.1851645821862
4029422834086627072,2799.903,10.93,0.5116182899882395,0.0,0.37,102,38,3.279,699.97575,0.10232365799764792,0.0555,-0.0,703.4125736579977
4030565764341697025,2789.878,0.01,0.33289916900470395,-0.03,0.49,105,51,0.003,697.4695,0.06657983380094079,0.0735,0.003,697.615579833801
4031414524297538817,2726.796,0.12,0.2982766332704787,-0.31,0.37,244,90,0.036,681.699,0.059655326654095744,0.0555,0.031,681.881155326654
4022641794255717633,2176.834,449.73,0.5587376178424283,-0.56,0.44,6052,2634,134.919,544.2085,0.11174752356848566,0.066,0.05600000000000001,679.3612475235685
4019895412775450368,2640.3,1.08,0.2847008949882413,0.0,0.42,571,242,0.324,660.075,0.056940178997648264,0.063,-0.0,660.5189401789976
4027747397961573889,2638.219,0.0,0.08976022874771153,-5.3,0.45,460,207,0.0,659.55475,0.017952045749542307,0.0675,0.53,660.1702020457495
4028427053699127040,2633.024,-0.0,0.2642711669506095,-0.09,0.3,121,36,-0.0,658.256,0.0528542333901219,0.045,0.009,658.3628542333901
3988187872032603905,2599.762,16.21,0.09370312131348797,-0.93,0.33,5238,1711,4.863,649.9405,0.018740624262697594,0.0495,0.09300000000000001,654.9647406242627
4030635536196756737,2581.614,1.67,0.09049923129812776,-0.14,0.52,1294,679,0.501,645.4035,0.018099846259625553,0.078,0.014000000000000002,646.0145998462596
4012994295026226176,2500.337,57.73,0.21500005019192844,-0.78,0.4,627,251,17.319,625.08425,0.04300001003838569,0.06,0.07800000000000001,642.5842500100383
3977234346014419201,2427.293,116.35,0.304735869302475,0.0,0.4,83,33,34.904999999999994,606.82325,0.060947173860495,0.06,-0.0,641.8491971738605
4034786679304751616,2521.076,17.55,0.2082177791965705,0.0,0.38,321,123,5.265,630.269,0.0416435558393141,0.056999999999999995,-0.0,635.6326435558393
3975304792994095360,2536.081,4.94,0.2625650049774661,-0.05,0.43,2438,1040,1.482,634.02025,0.05251300099549322,0.0645,0.005000000000000001,635.6242630009955
3784403294629753856,2521.814,9.17,0.10658506601925602,-0.18,0.3,6050,1829,2.751,630.4535,0.021317013203851206,0.045,0.018,633.2888170132038
4035034554469394176,2517.321,0.41,0.10896770520343119,-0.51,0.17,395,66,0.12299999999999998,629.33025,0.02179354104068624,0.025500000000000002,0.051000000000000004,629.5515435410407
4035430878731345664,2493.75,15.54,0.4696392626687303,0.0,0.48,89,43,4.662,623.4375,0.09392785253374607,0.072,-0.0,628.2654278525338
3943533600390906881,2361.425,106.09,0.4280792022224652,-0.01,0.55,1759,964,31.826999999999998,590.35625,0.08561584044449305,0.0825,0.001,622.3523658404445
3983074113875692800,2424.83,13.31,0.3601986096820708,0.0,0.33,43,14,3.993,606.2075,0.07203972193641416,0.0495,-0.0,610.3220397219364
3887577207880438784,2417.514,0.14,0.08791090507202313,-0.68,0.48,6050,2893,0.042,604.3785,0.01758218101440463,0.072,0.068,604.5780821810145
4029506971304830209,2413.654,2.65,0.24490724451952645,-0.0,0.06,52,3,0.7949999999999999,603.4135,0.048981448903905295,0.009,0.0,604.2664814489038
4023697433751327232,2408.224,4.62,0.30015934309004794,0.0,0.1,42,4,1.386,602.056,0.06003186861800959,0.015,-0.0,603.517031868618
3939925275039085824,2378.879,15.46,0.22595328142596866,-0.28,0.36,5928,2148,4.638,594.71975,0.04519065628519373,0.054,0.028000000000000004,599.4849406562852
3975392755164484097,2330.27,1.07,0.0952051617352319,-1.42,0.28,1829,512,0.321,582.5675,0.01904103234704638,0.042,0.142,583.0915410323471
4037179073830813185,2331.435,0.0,0.24056754653620313,0.0,0.42,73,31,0.0,582.85875,0.04811350930724063,0.063,-0.0,582.9698635093072
4041860229502600193,2327.336,0.01,0.45719346633802294,0.0,0.39,97,38,0.003,581.834,0.09143869326760459,0.058499999999999996,-0.0,581.9869386932676
3935808725185052672,2301.964,2.35,0.0632538638680229,-1.16,0.35,1715,602,0.705,575.491,0.01265077277360458,0.0525,0.11599999999999999,576.3771507727736
4040843843196854529,2151.704,0.0,0.3416676069898304,0.0,0.32,59,19,0.0,537.926,0.06833352139796608,0.048,-0.0,538.0423335213981
4023616625178799873,2087.771,4.44,0.25334428453106794,-0.0,0.41,827,339,1.332,521.94275,0.05066885690621359,0.06149999999999999,0.0,523.3869188569063
3944658614777849089,2074.45,0.09,0.4074903672652918,0.0,0.44,45,20,0.027,518.6125,0.08149807345305837,0.066,-0.0,518.7869980734531
4032403303704824321,2060.571,0.0,0.10783364846800143,-0.88,0.55,223,123,0.0,515.14275,0.021566729693600288,0.0825,0.08800000000000001,515.3348167296936
4037785885739608577,1934.579,69.98,0.22307365285662137,0.0,0.23,254,59,20.994,483.64475,0.04461473057132428,0.0345,-0.0,504.71786473057125
4014818740371615232,2013.648,-1.29,0.19111284904566395,-0.74,0.21,529,111,-0.387,503.412,0.03822256980913279,0.0315,0.074,503.1687225698091
4031673021422897664,1984.717,1.11,0.26854565826741766,-0.15,0.31,229,72,0.333,496.17925,0.05370913165348354,0.0465,0.015,496.6274591316535
3991414786174551297,1787.988,158.32,0.12201028159519582,-2.08,0.3,311,93,47.495999999999995,446.997,0.024402056319039165,0.045,0.20800000000000002,494.7704020563191
3930688517098515713,1947.245,-20.37,0.06311486826947775,-0.9,0.49,288,140,-6.111,486.81125,0.012622973653895551,0.0735,0.09000000000000001,480.8763729736539
4037717032428033792,1897.323,0.56,0.22211094110553858,0.0,0.32,317,102,0.168,474.33075,0.04442218822110772,0.048,-0.0,474.59117218822115
3993222640082269952,1884.468,4.97,0.09188282957686288,-0.42,0.46,3087,1434,1.4909999999999999,471.117,0.018376565915372577,0.069,0.042,472.7373765659154
4000222729738650369,1803.62,13.21,0.24808559855992166,-0.61,0.56,958,537,3.963,450.905,0.049617119711984334,0.084,0.061,455.06261711971194
3910887259807777281,1803.302,0.0,0.10829621222172855,-0.36,0.23,75,17,0.0,450.8255,0.02165924244434571,0.0345,0.036,450.9176592424443
4038768306117031680,1741.914,1.32,0.1350276468629725,0.0,0.22,100,22,0.396,435.4785,0.0270055293725945,0.033,-0.0,435.93450552937264
4013955990069013504,1690.027,25.28,0.22928330457914475,-4.91,0.66,358,236,7.584,422.50675,0.045856660915828955,0.099,0.49100000000000005,430.7266066609158
4004713168329653760,1667.199,3.15,0.27741111207010233,0.0,0.07,27,2,0.945,416.79975,0.05548222241402047,0.0105,-0.0,417.810732222414
4030708912786799105,1612.844,1.66,0.18414108868407542,0.0,0.03,60,2,0.49799999999999994,403.211,0.036828217736815085,0.0045,-0.0,403.7503282177368
4037073643537925121,1540.4,7.8,0.16441677594841386,0.0,0.19,446,83,2.34,385.1,0.03288335518968277,0.028499999999999998,-0.0,387.5013833551897
4029507714735307777,1537.9,1.18,0.19585236338189518,0.0,0.04,53,2,0.354,384.475,0.03917047267637904,0.006,-0.0,384.8741704726764
4021243448368889856,1498.194,5.37,0.09470702599199576,-1.26,0.38,6050,2290,1.611,374.5485,0.018941405198399153,0.056999999999999995,0.126,376.3614414051984
3998659472131949824,1449.326,0.0,0.3824381523639126,0.0,0.49,147,72,0.0,362.3315,0.07648763047278252,0.0735,-0.0,362.4814876304728
3919174299855478272,1456.372,-14.22,0.011491608845265346,-1.06,0.48,1267,609,-4.266,364.093,0.0022983217690530694,0.072,0.10600000000000001,360.00729832176904
3865845304835489536,1406.066,24.81,0.2435747613391659,-0.0,0.51,882,451,7.443,351.5165,0.04871495226783318,0.0765,0.0,359.08471495226786
3956048468100538880,1373.565,0.34,0.524861880311556,0.0,0.71,28,20,0.10200000000000001,343.39125,0.1049723760623112,0.1065,-0.0,343.7047223760623
4031408429897920512,1351.267,0.02,0.15783060458517148,0.0,0.05,82,4,0.006,337.81675,0.0315661209170343,0.0075,-0.0,337.861816120917
4030392204221219329,1347.758,0.82,0.20072959883358907,0.0,0.09,85,8,0.24599999999999997,336.9395,0.040145919766717816,0.0135,-0.0,337.2391459197667
3949214983441029120,1317.578,18.61,0.05876960185539987,-0.65,0.37,4530,1675,5.582999999999999,329.3945,0.011753920371079973,0.0555,0.065,335.1097539203711
3926423286576838657,1309.46,0.0,0.050259836011489124,-0.54,0.34,478,163,0.0,327.365,0.010051967202297826,0.051000000000000004,0.054000000000000006,327.48005196720226
4039129759104249600,1264.289,0.58,0.5220426060771433,0.0,0.44,133,59,0.174,316.07225,0.10440852121542865,0.066,-0.0,316.41665852121537
3937714876784951296,1117.531,3.77,0.016314451097396966,-9.06,0.39,511,201,1.131,279.38275,0.0032628902194793935,0.058499999999999996,0.9060000000000001,281.48151289021945
4039279455324236544,1038.807,37.77,0.4716836338542201,0.0,0.55,327,181,11.331000000000001,259.70175,0.09433672677084402,0.0825,-0.0,271.20958672677085
3952087967771302912,1032.605,5.85,0.17366917326887615,0.0,0.34,172,58,1.755,258.15125,0.034733834653775233,0.051000000000000004,-0.0,259.99198383465375
3819545518395756033,980.063,0.0,0.21472291715119346,-0.0,0.38,68,26,0.0,245.01575,0.04294458343023869,0.056999999999999995,0.0,245.1156945834302
3768170840939476993,243.669,497.41,0.42427745640312486,0.0,0.43,14,6,149.223,60.91725,0.08485549128062497,0.0645,-0.0,210.28960549128064
3923766029921022977,772.729,6.78,0.07238099702504515,-0.35,0.29,1259,359,2.034,193.18225,0.01447619940500903,0.0435,0.034999999999999996,195.309226199405
3826087012661391104,532.657,95.59,0.6751014185094156,-0.05,0.58,108,63,28.677,133.16425,0.13502028370188313,0.087,0.005000000000000001,162.06827028370188
3977116548751698176,603.981,8.87,0.03002374390411437,-1.78,0.28,1624,456,2.6609999999999996,150.99525,0.006004748780822874,0.042,0.17800000000000002,153.8822547487808
3949329502284748801,425.965,155.42,0.13607138346451822,-0.28,0.19,384,72,46.626,106.49125,0.027214276692903647,0.028499999999999998,0.028000000000000004,153.2009642766929
3911997667197443328,605.722,-0.41,0.17285573562279435,-0.0,0.47,64,30,-0.12299999999999998,151.4305,0.034571147124558874,0.0705,0.0,151.41257114712457
3672754654734989568,566.598,1.86,0.18527447769074123,-0.46,0.44,474,210,0.558,141.6495,0.037054895538148246,0.066,0.046000000000000006,142.35655489553812
3914654298562589441,343.47,50.86,0.01097683633401039,-1.33,0.41,483,200,15.258,85.8675,0.0021953672668020784,0.06149999999999999,0.133,101.3221953672668
3786761687746711808,205.021,0.14,0.21515049784088064,-2.32,0.45,82,37,0.042,51.25525,0.04303009956817613,0.0675,0.23199999999999998,51.63978009956818
4040382575336130560,0.0,0.0,,,0.0,76,0,0.0,0.0,,0.0,,0.0
3946087913459823360,-40.667,-0.5,-0.005708494004031476,-11.19,0.32,6085,1930,-0.15,-10.16675,-0.0011416988008062952,0.048,1.119,-9.150891698800807
3880920727367689984,-176.827,0.0,-0.03862775677475694,-8.08,0.34,145,49,0.0,-44.20675,-0.007725551354951388,0.051000000000000004,0.808,-43.35547555135495
3858510226868015873,-280.973,0.0,-0.013558252740182634,-6.26,0.24,996,243,0.0,-70.24325,-0.002711650548036527,0.036,0.626,-69.58396165054803
4041804592937345281,-776.343,-0.05,-0.07792913671313902,-46.07,0.23,368,85,-0.015,-194.08575,-0.015585827342627805,0.0345,4.607,-189.4748358273426
4000877324693233921,-836.101,-0.01,-0.0023272441536933276,-1.53,0.45,6050,2714,-0.003,-209.02525,-0.00046544883073866555,0.0675,0.15300000000000002,-208.80821544883074
3944239644144231424,-1187.891,-61.24,-0.023731314255788564,-19.04,0.26,858,227,-18.372,-296.97275,-0.004746262851157713,0.039,1.904,-313.4064962628512
3995532094997544704,-12346.682,-3.48,-0.06424753066795934,-8.24,0.21,6051,1295,-1.044,-3086.6705,-0.012849506133591869,0.0315,0.8240000000000001,-3086.8718495061335
